行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
淮北市本级,古城路,任圩街道办事处,5.1805,公路用地,划拨,,道路运输业,0,淮北市城乡建设委员会,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,桓谭路,任圩街道办事处,1.4767,公路用地,划拨,,道路运输业,0,淮北市城乡建设委员会,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,杈园路,人民路街道办事处,0.5439,公路用地,划拨,,道路运输业,0,淮北市城乡建设委员会,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,渠沟工业园道路,渠沟镇,4.8946,公路用地,划拨,,道路运输业,0,相山区渠沟镇政府,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,绿地,跃进河南,3.5376,公共设施用地,划拨,,公共设施管理业,0,相山区城乡建设局,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,渠沟卫生院停车场,渠沟镇,0.5397,公共设施用地,划拨,,公共设施管理业,0,相山区渠沟镇政府,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,翠峰南路,南黎街道办事处,2.0565,公路用地,划拨,,道路运输业,0,淮北市城乡建设委员会,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,张寨支路,任圩街道办事处,1.6332,公路用地,划拨,,道路运输业,0,淮北市城乡建设委员会,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
淮北市本级,城市绿地,高岳办孙庄村、任庄村,1.1665,公共设施用地,划拨,,公共设施管理业,0,淮北市东兴建设投资有限责任公司,0.000.00,2017年12月14日,2017年12月30日,2019年12月30日,
濉溪县,济祁高速永城至利辛安徽段工程项目,濉溪县铁佛镇,16.8204,公路用地,划拨,,道路运输业,,安徽交通控股集团公司,,2017年12月14日,2018年2月14日,2019年8月14日,
淮北市本级,淮北市人防工程,矿山集张院村,1.469,公共设施用地,划拨,,公共设施管理业,0,淮北市人民防空和防震办公室,0.000.00,2017年12月13日,2017年12月30日,2019年12月30日,
淮北市本级,符夹铁路复线电化（扩能）配套路网工程绿化用地,杜集区,7.9164,公共设施用地,划拨,,公共设施管理业,0,淮北市东兴建设投资有限责任公司,0.000.00,2017年12月13日,2017年12月30日,2019年12月30日,
淮北市本级,淮北市交通投资有限公司,沱河路南、规划新湖路东,0.362131,其他商服用地,拍卖出让,40,其他服务业,2300,淮北市交通投资有限公司,0.300.80,2017年12月12日,2019年6月22日,2020年6月22日,
濉溪县,濉溪县刘桥中心学校（小城学校）,濉溪县刘桥镇王埝村,4.9744,科教用地,划拨,,教育业,0,濉溪县刘桥中心学校,0.001.20,2017年12月12日,2018年2月12日,2019年8月12日,
濉溪县,临涣煤矿安全改建工程项目,濉溪县韩村镇双沟村境内,3.4715,采矿用地,划拨,,煤炭开采和洗选业,0,淮北矿业股份有限公司临涣煤矿,1.000.00,2017年12月12日,2018年2月12日,2019年8月12日,
濉溪县,濉溪县乾隆湖环境综合治理项目,南环城路南侧、乾隆大道西侧、濉溪镇乾隆湖工业园区,85.515372,公园与绿地,划拨,,公共设施管理业,0,濉溪县文化旅游体育委员会,0.000.00,2017年12月12日,2018年2月12日,2019年8月12日,
淮北市本级,渠沟镇鲁楼村、钟楼村、小集村,渠沟镇鲁楼村、钟楼村、小集村,0.7046,公共设施用地,划拨,,基层群众自治组织,0,渠沟镇鲁楼村、钟楼村、小集村村民委员会,0.000.00,2017年12月8日,2017年12月31日,2019年12月31日,
淮北市本级,渠沟镇钟楼村、郭王村、张集村、徐集村和曲阳街道办事处,渠沟镇钟楼村、渠沟镇郭王村、渠沟镇张集村、渠沟镇徐集村、曲阳街道办事处,3.3578,公共设施用地,划拨,,基层群众自治组织,0,相山区渠沟镇钟楼村、郭王村、张集村、徐集村和曲阳街道办事处,0.000.00,2017年12月8日,2017年12月31日,2019年12月31日,
淮北市本级,新湖路,烈山镇新北、烈山社区,4.247735,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,花庄路,烈山镇凤凰社区,7.722195,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,宁山路,烈山镇新南社区、新北社区、凤凰社区、宋疃马场社区,7.863372,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,青谷路,烈山镇新南社区、烈山社区,8.336069,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,花山东路南段,烈山镇凤凰社区,9.188759,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,望湖路,烈山镇新南、凤凰社区,15.069255,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,卧牛山路,烈山镇新南、凤凰社区,14.230485,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年12月7日,2017年12月31日,2019年12月31日,
淮北市本级,安徽金达节能材料发展有限公司,杜集经济开发区管委会土地北、紫藤北路东,3.517157,工业用地,挂牌出让,50,金属制品业,720,安徽金达节能材料发展有限公司,1.000.00,2017年12月5日,2018年5月7日,2019年5月7日,
淮北市本级,淮北市东兴建设投资有限责任公司,202省道东、杜集区朔里镇葛塘村村民委员会土地西,4.435165,工业用地,挂牌出让,50,房地产业,900,淮北市东兴建设投资有限责任公司,1.000.00,2017年12月5日,2018年5月7日,2019年5月7日,
淮北市本级,安徽吉祥投资有限公司,爱民路南、淮北市质量技术监督局东,0.711895,其他商服用地,挂牌出让,40,其他服务业,1390,安徽吉祥投资有限公司,1.6,2017年12月5日,2019年6月7日,2020年6月7日,
淮北市本级,淮北品富房地产开发有限公司,龙山路东、规划古城东路北,9.456179,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,42500,淮北品富房地产开发有限公司,1.001.50,2017年12月5日,2019年6月7日,2021年6月7日,
淮北市本级,淮北市石榴博物錧,烈山区烈山镇榴园村境内,1.612766,公共设施用地,划拨,,公共设施管理业,0,淮北市烈山区文化旅游体育局,0.300.80,2017年12月1日,2017年12月31日,2019年12月31日,
淮北市本级,杜集区全民健身活动中心,光明路东、杜集区卫计委司法局档案錧南,0.724516,公共设施用地,划拨,,体育,0,淮北市东兴建设投资有限责任公司,0.000.00,2017年12月1日,2017年12月31日,2019年12月31日,
濉溪县,淮北矿业股份有限公司小湖集车站改扩建项目,濉溪县韩村镇境内,9.7431,铁路用地,划拨,,铁路运输业,,淮北矿业股份有限公司铁路运输处,,2017年11月30日,2018年1月30日,2019年7月30日,
濉溪县,濉芜星城安居工程配套小学项目,濉溪芜湖现代产业园区境内,1.4426,科教用地,划拨,,教育业,0,安徽濉芜现代产业园投资有限公司,0.000.80,2017年11月29日,2018年1月29日,2019年7月29日,
淮北市本级,S301桃唐路（淮北段）改造工程,段园镇袁庄村、大庄村,12.8729,公路用地,划拨,,道路运输业,0,淮北市段园镇人民政府,0.000.00,2017年11月29日,2017年12月31日,2019年12月31日,
淮北市本级,梧桐路绿化项目,烈山镇凤凰社区、土型社区、新北社区、新南社区,17.9873,交通运输用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年11月27日,2017年12月20日,2019年12月20日,
淮北市本级,董庄路,北、南：相山区政府土地，东：萧濉路，西：泉山路,1.933651,公共设施用地,划拨,,公共设施管理业,0,相山区城乡建设局,0.000.00,2017年11月27日,2017年12月1日,2019年12月1日,
淮北市本级,泗许高速公路淮北连接线二期工程建设项目,烈山区古饶镇平山村、山北村、谷山村,21.0542,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年11月27日,2017年12月20日,2019年12月20日,
淮北市本级,富强路,段园镇祁村,0.46867,公路用地,划拨,,道路运输业,0,安徽淮北杜集经济开发区管理委员会,0.000.00,2017年11月27日,2017年12月1日,2019年12月1日,
淮北市本级,相山区钟楼敬老院扩建项目,北：钟楼村土地、东：沟渠、南：相山区民政局、住宅，西：钟楼村土地,1.417247,公共设施用地,划拨,,公共设施管理业,0,淮北市相山区民政局,0.000.00,2017年11月27日,2017年12月1日,2019年12月1日,
淮北市本级,董庄路,北、南：相山区政府土地，东：南湖路，西：萧濉路,0.487403,公共设施用地,划拨,,公共设施管理业,0,相山区城乡建设局,0.000.00,2017年11月27日,2017年12月1日,2019年12月1日,
濉溪县,S101合相路改建工程,濉溪县濉溪镇、刘桥镇、百善镇、,57.6749,公路用地,划拨,,道路运输业,,淮北市交通运输局,,2017年11月19日,2018年1月19日,2019年7月19日,
淮北市本级,渠沟镇政府用地项目,北、西：淮北市南方彩色印刷有限公司，东：淮北巨盾矿山机械有限公司，南：凤城路,1.2845,公共设施用地,划拨,,公共设施管理业,0,渠沟镇政府,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,水厂,北：相山区政府土地，东：道路，南：国网安徽省电力公司淮北供电公司、101省道，西：小集村土地,1.649901,公共设施用地,划拨,,公共设施管理业,,淮北市供水总公司,,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,凤冠路,北、西：黄里社区土地，东：202省道，西：湘西河,0.169132,公共设施用地,划拨,,公共设施管理业,0,安徽淮北凤凰山经济开发区管理委员会,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,凤霞路,北、南：黄里社区土地，东：202省道，西：湘西河,0.344806,公共设施用地,划拨,,公共设施管理业,0,安徽淮北凤凰山经济开发区管理委员会,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,市开发区新区唐山路中段、运河路中段、淝河路中段,市开发区新区唐山路中段、运河路中段、淝河路中段,16.886283,公共设施用地,划拨,,道路运输业,0,安徽淮北经济开发区管委会,0.000.00,2017年11月18日,2017年12月30日,2018年12月30日,
淮北市本级,唐山路南段、肥河路中段,唐山路南段、肥河路中段,6.7725,公共设施用地,划拨,,道路运输业,0,安徽淮北经济开发区管委会,0.000.00,2017年11月18日,2017年11月30日,2018年12月10日,
淮北市本级,安徽省S101合相路一期（相山段）改建工程,位于曲阳街道办事处黄里社区、凤凰山经济开发区河北村、渠沟镇小集村、徐集村、大梁楼村、曦强乳业集团有限公司境内,38.7487,公路用地,划拨,,道路运输业,0,淮北市交通运输局,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,渠沟镇工业园道路,北：道路，东、南：小集村土地，西：相山区政府土地,0.5574,公共设施用地,划拨,,公共设施管理业,0,安徽淮北凤凰山经济开发区管理委员会,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,渠沟镇桥头村（劳务市场）,北：道路，东：101省道，南：农贸市场，西：桥头村土地,2.386437,公共设施用地,划拨,,公共设施管理业,0,渠沟镇政府,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,S203淮六路连接线工程,杨庄办黄桥村,4.1411,公路用地,划拨,,道路运输业,0,淮北市交通运输局,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,孟山南路连通工程,黄桥、洪庄,17.3183,公路用地,划拨,,道路运输业,0,淮北盛大建设投资有限公司,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,安徽省S101合相路一期（相山段）改建工程,位于曲阳街道办事处黄里社区、凤凰山经济开发区河北村、渠沟镇小集村、徐集村、大梁楼村、曦强乳业集团有限公司境内,7.5196,公路用地,划拨,,道路运输业,0,淮北市交通运输局,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,渠沟镇桥头村（农贸市场）,西、北：桥头村土地，东：101省道，南：相山区政府土地,0.316954,公共设施用地,划拨,,公共设施管理业,0,渠沟镇政府,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,凤冠路,北、西：黄里社区土地，东：湘西河，南：凤凰山工业园,0.07901,公共设施用地,划拨,,公共设施管理业,0,安徽淮北凤凰山经济开发区管理委员会,0.000.00,2017年11月18日,2017年11月30日,2019年11月30日,
淮北市本级,市开发区运河路东段,市开发区运河路东段,9.073488,公共设施用地,划拨,,道路运输业,0,安徽淮北经济开发区管委会,0.000.00,2017年11月18日,2017年12月7日,2018年12月7日,
濉溪县,S203淮六路连接线工程,濉溪县濉溪镇、百善镇、四铺镇、孙疃镇、韩村镇、五沟镇,128.8728,公路用地,划拨,,道路运输业,,淮北市交通运输局,,2017年11月18日,2018年1月18日,2020年1月18日,
淮北市本级,市开发区新区滨河路南段、谷山路北段、运河路东段,市开发区新区滨河路南段、谷山路北段、运河路东段,25.902503,公共设施用地,划拨,,道路运输业,0,安徽淮北经济开发区管委会,0.000.00,2017年11月18日,2017年11月30日,2018年12月30日,
淮北市本级,市开发区新区谷山路南段、淝河路西段、澥河路西段,市开发区新区谷山路南段、淝河路西段、澥河路西段,15.604664,公共设施用地,划拨,,道路运输业,0,安徽淮北经济开发区管委会,0.000.00,2017年11月18日,2017年12月15日,2018年12月15日,
淮北市本级,市开发区新区平山路南段、澥河路西段,市开发区新区平山路南段、澥河路西段,20.337094,公共设施用地,划拨,,道路运输业,0,安徽淮北经济开发区管委会,0.000.00,2017年11月18日,2017年12月20日,2018年12月20日,
濉溪县,安徽蓝达建材有限公司,濉芜大道北、濉溪四路西侧,1.733705,工业用地,挂牌出让,50,其它,243,安徽蓝达建材有限公司,1,2017年11月15日,2018年5月15日,2019年5月15日,
濉溪县,安徽临涣化工有限责任公司,濉溪县马店村用地东、临涣煤焦化股份有限公司南,4.856999,工业用地,挂牌出让,50,其他采矿业,656,安徽临涣化工有限责任公司,1,2017年11月15日,2018年5月15日,2019年5月15日,
濉溪县,安徽临涣化工有限责任公司,濉溪县马店村用地西、安徽临涣化工有限公司北,2.027103,工业用地,挂牌出让,50,其他采矿业,274,安徽临涣化工有限责任公司,1,2017年11月15日,2018年5月15日,2019年5月15日,
淮北市本级,烈山区全民健身中心,烈山区宋疃镇梧桐路东、宋疃中学西南,0.667922,公共设施用地,划拨,,体育,0,淮北市烈山区文化旅游体育局,0.000.00,2017年11月13日,2017年11月20日,2018年11月20日,
濉溪县,淮北涣城发电有限公司（临涣煤泥矸石电厂二期工程项目）,濉溪县韩村镇马店村境内,12.810023,采矿用地,划拨,,火力发电,,淮北涣城发电有限责任公司,1,2017年11月2日,2017年12月2日,2019年6月2日,
濉溪县,王堰棚户区改造项目（现更名为陈集棚户区改造项目）,濉溪县刘桥镇王堰村,6.325371,经济适用住房用地,划拨,,房地产业,0,濉溪县刘桥镇人民政府,1.002.00,2017年11月2日,2017年12月2日,2019年6月2日,
濉溪县,张其光、徐钦亮、淮北汇鑫置业有限公司,濉溪县岱河西路北、紫薇路东侧,6.092268,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,22030,张其光、徐钦亮、淮北汇鑫置业有限公司,1.002.20,2017年10月25日,2019年1月25日,2021年1月25日,
濉溪县,安徽北工汽车部件有限公司,濉溪县濉芜产业园濉芜大道南、濉溪五路西,3.321986,工业用地,挂牌出让,50,其它,465,安徽北工汽车部件有限公司,1,2017年10月23日,2018年7月23日,2019年7月23日,
濉溪县,濉溪县阳光电力维修工程有限责任公司,濉芜大道北、濉溪五路西,1.323196,工业用地,挂牌出让,50,其它,186,濉溪县阳光电力维修工程有限责任公司,1,2017年10月17日,2018年7月17日,2019年7月17日,
濉溪县,孙疃煤矿安全改扩建工程项目,濉溪县孙疃镇六八里村境内,3.400387,采矿用地,划拨,,煤炭开采和洗选业,0,淮北矿业（集团）有限责任公司,1.000.00,2017年10月16日,2017年11月16日,2019年5月18日,
濉溪县,孙疃煤矿安全改扩建工程项目,濉溪县孙疃镇杨柳村境内,3.44985,采矿用地,划拨,,煤炭开采和洗选业,0,淮北矿业（集团）有限责任公司,1.000.00,2017年10月16日,2017年11月16日,2019年5月18日,
淮北市本级,淮北市建设投资有限责任公司,沱河东路南、宁山路西,21.315837,医卫慈善用地,挂牌出让,50,其他服务业,15990,淮北市建设投资有限责任公司,0.001.30,2017年10月12日,2019年4月26日,2022年4月25日,
濉溪县,淮北矿区邹庄煤矿项目用地,濉溪县南坪镇黄沟村、钱铺村、庙台村境内,60.9019,采矿用地,协议出让,50,煤炭开采和洗选业,4263.13,安徽神源煤化工有限公司,1,2017年10月12日,2017年12月12日,2019年6月12日,
淮北市本级,淮北市建投绿金置业有限公司,花山西路东、卧牛路北,7.463545,中低价位、中小套型普通商品住房用地,挂牌出让,其他商服用地40年; 中低价位、中小套型普通商品住房用地70年;,房地产业,11310,淮北市建投绿金置业有限公司,1.001.40,2017年10月12日,2019年4月26日,2021年4月25日,
淮北市本级,淮北市建投绿金置业有限公司,望湖路南、花庄路西,13.740629,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,20820,淮北市建投绿金置业有限公司,1.001.40,2017年10月12日,2019年4月26日,2021年4月25日,
濉溪县,安徽艾瑞库车业有限公司,濉溪县濉芜产业园芜湖大道北、濉溪五路东,0.929128,工业用地,挂牌出让,50,其它,130,安徽艾瑞库车业有限公司,1,2017年10月10日,2018年7月10日,2019年7月10日,
濉溪县,恒大地产集团合肥有限公司,濉溪县龙脊山路西、闸河路北,3.85892,其他普通商品住房用地,挂牌出让,70,房地产业,14220,恒大地产集团合肥有限公司,1.002.70,2017年10月9日,2019年1月9日,2021年1月9日,
濉溪县,安徽赛宇汽车部件有限公司,濉溪县濉芜产业园芜湖二路南、海棠路东,1.204599,工业用地,挂牌出让,50,其它,169,安徽赛宇汽车部件有限公司,1,2017年10月9日,2018年7月9日,2019年7月9日,
濉溪县,安徽益荣纱线染整有限公司,濉溪县海棠路东、女贞路北,3.805305,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,552,安徽益荣纱线染整有限公司,1,2017年10月9日,2018年7月9日,2019年7月9日,
濉溪县,恒大地产集团合肥有限公司,濉溪县龙脊山路西、闸河路北,7.85158,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,35540,恒大地产集团合肥有限公司,1.002.70,2017年10月9日,2019年1月9日,2021年1月9日,
濉溪县,安徽省麦能电器股份有限公司,濉溪县濉芜产业园芜湖大道北、濉溪四路西,3.302167,工业用地,挂牌出让,50,制造业,463,安徽省麦能电器股份有限公司,1,2017年10月9日,2018年7月9日,2019年7月9日,
濉溪县,濉溪县口子街酒厂有限公司,濉溪县百善镇百善矿铁路专用线南,1.161423,工业用地,挂牌出让,50,食品制造业,163,濉溪县口子街酒厂有限公司,1,2017年9月29日,2018年6月29日,2019年6月29日,
濉溪县,李金宸,濉溪县孙疃镇刘圩村委会北,0.448117,公共设施用地,挂牌出让,50,公共设施管理业,309,李金宸,1,2017年9月26日,2018年5月26日,2019年5月26日,
濉溪县,四里庄棚户区改造项目,濉溪县碱河路北侧,9.385637,其他普通商品住房用地,协议出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,15580,濉溪拓源实业有限公司,1.002.20,2017年9月26日,2017年11月26日,2019年5月26日,
濉溪县,仲小庄棚户区改造项目,濉芜产业园芜湖二路南、濉溪二路东,7.146674,其他普通商品住房用地,协议出让,70,房地产业,5781.66,安徽濉芜现代产业园投资有限公司,0.002.20,2017年9月25日,2017年11月25日,2019年5月26日,
濉溪县,南关棚户区安置房13#、14#楼建设项目,濉溪县南大街南、南关街西,0.97351,其他普通商品住房用地,协议出让,70,房地产业,1039.71,濉溪建设投资控股集团有限公司,0.002.20,2017年9月25日,2017年11月25日,2019年5月26日,
濉溪县,陈集棚户区改造项目二,濉溪县刘桥镇王堰村,5.531767,经济适用住房用地,划拨,,房地产业,0,濉溪县刘桥镇人民政府,1.002.00,2017年9月18日,2017年10月18日,2019年4月19日,
濉溪县,陈集棚户区改造项目一,濉溪县刘桥镇王堰村,6.004995,经济适用住房用地,划拨,,房地产业,0,濉溪县刘桥镇人民政府,1.002.00,2017年9月18日,2017年10月18日,2019年4月20日,
淮北市本级,淮北市长山路小学扩建工程（教学楼及运动场等）项目,长山路西、桓谭路南（长山路小学西侧）,0.733235,科教用地,划拨,,教育业,0,淮北市长山路小学,0.851.00,2017年9月1日,2017年12月28日,2018年12月28日,
淮北市本级,安徽通和食品科技有限公司,淮北凤凰山经济开发区内，仪凤路东、凤霞路南,1.707856,工业用地,挂牌出让,50,食品制造业,660,安徽通和食品科技有限公司,1.000.00,2017年8月30日,2018年2月15日,2019年2月15日,
淮北市本级,淮北盛大建设投资有限公司,烈山区丰山花园北、梧桐南路东,1.632751,其他商服用地,挂牌出让,40,房地产业,1230,淮北盛大建设投资有限公司,0.001.00,2017年8月30日,2018年4月15日,2019年4月15日,
淮北市本级,淮北盛大建设投资有限公司,烈山区经济开发区管委会土地东、运河路南、规划邱家沟路西,4.980976,工业用地,挂牌出让,50,其他服务业,1600,淮北盛大建设投资有限公司,1.200.00,2017年8月30日,2018年2月15日,2019年2月15日,
濉溪县,县文化体育中心（体育馆、体育场）,濉溪镇沱河西路南、紫薇路东,10.508598,文体娱乐用地,划拨,,文化、体育和娱乐业,0,濉溪县文化旅游体育委员会,0.001.00,2017年8月29日,2017年9月29日,2019年3月31日,
濉溪县,县文化体育中心（图书馆、文化馆）,濉溪镇沱河西路南、百合路东,1.814928,文体娱乐用地,划拨,,文化、体育和娱乐业,0,濉溪县文化旅游体育委员会,0.001.00,2017年8月29日,2017年9月29日,2019年3月31日,
濉溪县,县文化体育中心（游泳馆、文体广场）,濉溪镇沱河西路南、紫薇路西,2.979003,文体娱乐用地,划拨,,文化、体育和娱乐业,0,濉溪县文化旅游体育委员会,0.001.00,2017年8月29日,2017年9月29日,2019年3月31日,
濉溪县,河西区整体城镇化一期道路工程建设项目,濉溪县濉溪镇八里村境内,32.794504,公路用地,划拨,,城市公共交通业,0,濉溪富强实业有限公司,0.000.00,2017年8月28日,2017年9月28日,2019年3月29日,
濉溪县,濉溪县青少年学生校外活动中心,濉溪县乾隆湖乾隆大道中段,4.728541,文体娱乐用地,划拨,,文化、体育和娱乐业,0,濉溪县青少年校外活动中心,0.000.15,2017年8月23日,2017年10月23日,2019年4月25日,
濉溪县,濉溪县老年大学（老干部活动中心）,濉溪县濉溪镇沱河西路南、百合路东侧,1.425894,文体娱乐用地,划拨,,文化、体育和娱乐业,0,中共濉溪县委老干部局,0.001.00,2017年8月22日,2017年9月22日,2019年3月25日,
濉溪县,安徽梁颂置业有限公司、安徽蓝琼建筑工程有限公司,濉溪县沱河西路北、国槐路东侧,6.005079,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,18140,安徽梁颂置业有限公司、安徽蓝琼建筑工程有限公司,1.002.20,2017年7月28日,2018年4月25日,2020年4月25日,
濉溪县,淮水北调淮北市配水工程（濉溪水厂）项目,濉溪县濉溪镇王冲孜村,3.590341,公共设施用地,划拨,,公共设施管理业,0,上海电气（淮北）水务发展有限公司,0.000.50,2017年7月10日,2017年9月10日,2019年5月10日,
濉溪县,杨柳瓦斯发电站项目,濉溪县孙疃镇代庙村境内,1.211415,采矿用地,划拨,,火力发电,0,淮北杨柳煤业有限责任公司,1.000.00,2017年7月10日,2017年9月10日,2019年5月10日,
濉溪县,淮水北调淮北市配水工程（1#泵站）项目,濉溪经济开发区李庄村,0.075036,公共设施用地,划拨,,公共设施管理业,0,上海电气（淮北）水务发展有限责任公司,0.000.50,2017年7月7日,2017年9月7日,2019年5月7日,
濉溪县,淮水北调淮北市配水工程（2#泵站）项目,濉溪县经济开发区五里郢社区,0.152429,公共设施用地,划拨,,公共设施管理业,0,上海电气（淮北）水务发展有限责任公司,0.000.50,2017年7月7日,2017年9月7日,2019年5月7日,
淮北市本级,金龙机电（淮北）光电有限公司,烈山区陶博路南、松山路北、董圩路东,7.032842,工业用地,挂牌出让,50,专用设备制造业,2290,金龙机电（淮北）光电有限公司,1.000.00,2017年7月5日,2017年12月25日,2018年12月25日,
淮北市本级,完美（淮北）生物科技开发有限公司,淮北凤凰山经济开发区内，凤冠路北、栖凤路东,9.149223,工业用地,挂牌出让,50,专业技术服务业,3530,完美（淮北）生物科技开发有限公司,1.000.00,2017年7月5日,2017年12月25日,2018年12月25日,
淮北市本级,安徽亚太洗涤用品有限公司,烈山区经济开发区管委会土地东、雷圩路西、松山路北,4.025486,工业用地,挂牌出让,50,塑料制品业,1320,安徽亚太洗涤用品有限公司,1.000.00,2017年7月5日,2017年12月25日,2018年12月25日,
淮北市本级,中国石油天然气股份有限公司安徽销售分公司,梧桐路西、矿山集路北,0.348646,其他商服用地,挂牌出让,40,批发业,1730,中国石油天然气股份有限公司安徽销售分公司,0.000.80,2017年7月5日,2019年7月25日,2020年7月25日,
淮北市本级,淮北职业技术学院新校区,沱河路北、花山东路东,0.666129,科教用地,划拨,,教育业,0,淮北职业技术学院,0.000.00,2017年6月23日,2017年6月30日,2017年12月30日,
淮北市本级,淮北职业技术学院新校区,沱河路北、花山东路东,0.768717,科教用地,划拨,,教育业,0,淮北职业技术学院,0.000.00,2017年6月23日,2017年6月30日,2017年12月30日,
濉溪县,安徽广博机电制造股份有限公司,濉溪县经济开发区玉兰路南、海棠路西,5.160808,工业用地,挂牌出让,50,通用设备制造业,750,安徽广博机电制造股份有限公司,1,2017年6月19日,2017年12月19日,2018年12月19日,
淮北市本级,淮水北调淮北市配水工程（烈山水厂）,沱河东路北、龙岱河西,12.263203,公共设施用地,划拨,,公共设施管理业,0,上海电气（淮北）水务发展有限公司,0.000.00,2017年6月12日,2017年6月20日,2018年6月20日,
淮北市本级,梧桐中路（人民路-高速连接线）,烈山区境内,51.871943,公路用地,划拨,,城市公共交通业,0,淮北市城乡建设委员会,0.000.00,2017年6月12日,2017年6月20日,2018年6月20日,
濉溪县,安徽梁城置业有限公司,濉溪县沱河西路北、紫薇路东侧,6.03612,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40年;,房地产业,17320,安徽梁城置业有限公司,1.002.20,2017年6月11日,2018年3月11日,2020年3月11日,
淮北市本级,安徽口子酒业股份有限公司,东外环东、杜集区石台镇白顶山村村委会土地南,15.7687,工业用地,挂牌出让,50,食品制造业,3880,安徽口子酒业股份有限公司,1.000.00,2017年6月9日,2017年11月24日,2019年11月24日,
淮北市本级,安徽康宏园食品有限公司,凤凰山经济开发区内，仪凤路西、安徽康宏园食品有限公司已建厂区南侧,0.404899,工业用地,挂牌出让,50,食品制造业,160,安徽康宏园食品有限公司,1.000.00,2017年6月9日,2017年11月24日,2018年11月24日,
淮北市本级,安徽中成检测有限公司,凤凰山经济开发区内，湘西河东、凤冠路北、202省道西,1.234861,工业用地,挂牌出让,50,专业技术服务业,480,安徽中成检测有限公司,1.000.00,2017年6月9日,2017年11月24日,2018年11月24日,
淮北市本级,安徽昊佳食品饮料有限责任公司,凤凰山经济开发区内，仪凤路西、安徽昊佳食品饮料有限责任公司已建厂区西北侧,0.084923,工业用地,挂牌出让,50,饮料制造业,40,安徽昊佳食品饮料有限责任公司,1.000.00,2017年6月9日,2017年11月24日,2018年11月24日,
淮北市本级,淮北市规划展示馆及档案馆,人民路北、市广电中心大楼东侧,4.000224,公共设施用地,划拨,,公共设施管理业,0,淮北市建设投资有限责任公司,0.670.67,2017年5月25日,2017年12月20日,2019年12月20日,
濉溪县,杨柳中心校明德小学,孙疃镇刘圩新村,4.21471,科教用地,划拨,,教育业,0,濉溪县教育局,0.001.20,2017年5月9日,2017年7月9日,2019年2月9日,
